;Airline_Name;Date_of_Journey;Source;Destination;Dept_Time;Total_Stops;Duration_of_Flight;Arr_Time;Fare
1991;Air India;10/7/22;Mumbai;Chennai;14:20;2 Stop;33h 15m;23:35;6 048
1992;Air Asia;10/7/22;Mumbai;Chennai;7:55;1 Stop;14h 55m;22:50;6 085
1993;Air India;10/7/22;Mumbai;Chennai;16:25;2 Stop;31h 10m;23:35;7 187
1994;Air Asia;10/7/22;Mumbai;Chennai;8:20;1 Stop;6h 45m;15:05;7 260
1995;Air India;10/7/22;Mumbai;Chennai;9:50;2 Stop;23h 05m;8:55;7 793
1996;Air India;10/7/22;Mumbai;Chennai;9:50;2 Stop;26h 50m;12:40;7 793
1997;Air India;10/7/22;Mumbai;Chennai;7:55;2 Stop;15h 40m;23:35;7 868
1998;Air India;10/7/22;Mumbai;Chennai;7:55;2 Stop;25h 00m;8:55;7 868
1999;Air India;10/7/22;Mumbai;Chennai;7:55;2 Stop;25h 00m;8:55;7 868
2000;Air India;10/7/22;Mumbai;Chennai;7:55;2 Stop;28h 45m;12:40;7 868
2001;Vistara;10/7/22;Mumbai;Chennai;22:45;1 Stop;11h 10m;9:55;11 129
2002;Vistara;10/7/22;Mumbai;Chennai;21:55;1 Stop;12h 00m;9:55;11 129
2003;Vistara;10/7/22;Mumbai;Chennai;20:55;1 Stop;13h 00m;9:55;11 129
2004;Vistara;10/7/22;Mumbai;Chennai;19:45;1 Stop;14h 10m;9:55;11 129
2005;Vistara;10/7/22;Mumbai;Chennai;18:30;1 Stop;15h 25m;9:55;11 129
2006;Vistara;10/7/22;Mumbai;Chennai;17:35;1 Stop;16h 20m;9:55;11 129
2007;Vistara;10/7/22;Mumbai;Chennai;15:45;1 Stop;18h 10m;9:55;11 129
2008;Vistara;10/7/22;Mumbai;Chennai;14:40;1 Stop;19h 15m;9:55;11 129
2009;Vistara;10/7/22;Mumbai;Chennai;15:45;1 Stop;7h 00m;22:45;11 307
2010;Vistara;10/7/22;Mumbai;Chennai;14:40;1 Stop;8h 05m;22:45;11 307
2011;Vistara;10/7/22;Mumbai;Chennai;11:55;1 Stop;8h 20m;20:15;11 307
2012;Vistara;10/7/22;Mumbai;Chennai;11:55;1 Stop;10h 50m;22:45;11 307
2013;Vistara;10/7/22;Mumbai;Chennai;8:45;1 Stop;11h 30m;20:15;11 307
2014;Vistara;10/7/22;Mumbai;Chennai;6:30;1 Stop;13h 45m;20:15;11 307
2015;Vistara;10/7/22;Mumbai;Chennai;8:45;1 Stop;14h 00m;22:45;11 307
2016;Vistara;10/7/22;Mumbai;Chennai;6:30;1 Stop;16h 15m;22:45;11 307
2017;Vistara;10/7/22;Mumbai;Chennai;20:55;1 Stop;23h 20m;20:15;11 307
2018;Vistara;10/7/22;Mumbai;Chennai;12:15;2 Stop;10h 30m;22:45;14 867
2019;Vistara;10/7/22;Mumbai;Chennai;6:20;2 Stop;13h 55m;20:15;15 192
2020;Vistara;10/7/22;Mumbai;Chennai;11:25;2 Stop;11h 20m;22:45;16 442
2021;Vistara;10/7/22;Mumbai;Chennai;6:45;2 Stop;13h 30m;20:15;16 442
2022;Vistara;10/7/22;Mumbai;Chennai;9:05;2 Stop;11h 10m;20:15;17 282
2023;Vistara;10/7/22;Mumbai;Chennai;7:00;2 Stop;13h 15m;20:15;17 282
