;Airline_Name;Date_of_Journey;Source;Destination;Dept_Time;Total_Stops;Duration_of_Flight;Arr_Time;Fare
1434;Vistara;20/03/2022;New Delhi;Bangalore;8:50;1 Stop;8h 55m;17:45;4 896
1435;Vistara;20/03/2022;New Delhi;Bangalore;7:30;1 Stop;10h 15m;17:45;4 896
1436;Vistara;20/03/2022;New Delhi;Bangalore;8:50;1 Stop;10h 25m;19:15;4 896
1437;IndiGo;20/03/2022;New Delhi;Bangalore;10:15;1 Stop;6h 25m;16:40;5 056
1438;Air India;20/03/2022;New Delhi;Bangalore;12:55;1 Stop;6h 55m;19:50;5 099
1439;Air India;20/03/2022;New Delhi;Bangalore;7:05;1 Stop;12h 45m;19:50;5 099
1440;Go First;20/03/2022;New Delhi;Bangalore;5:35;1 Stop;4h 45m;10:20;5 184
1441;Go First;20/03/2022;New Delhi;Bangalore;5:50;1 Stop;6h 20m;12:10;5 313
1442;Air Asia;20/03/2022;New Delhi;Bangalore;16:50;1 Stop;7h 30m;0:20;5 372
1443;Air Asia;20/03/2022;New Delhi;Bangalore;4:45;1 Stop;7h 35m;12:20;5 372
1444;IndiGo;20/03/2022;New Delhi;Bangalore;6:45;1 Stop;5h 05m;11:50;5 429
1445;Go First;20/03/2022;New Delhi;Bangalore;11:30;1 Stop;5h 40m;17:10;5 610
1446;Go First;20/03/2022;New Delhi;Bangalore;9:00;1 Stop;5h 55m;14:55;5 610
1447;Go First;20/03/2022;New Delhi;Bangalore;10:45;1 Stop;6h 25m;17:10;5 610
1448;SpiceJet;20/03/2022;New Delhi;Bangalore;7:25;1 Stop;13h 55m;21:20;5 610
1449;Air Asia;20/03/2022;New Delhi;Bangalore;9:25;1 Stop;5h 15m;14:40;5 860
1450;Air Asia;20/03/2022;New Delhi;Bangalore;11:55;1 Stop;7h 25m;19:20;5 860
1451;Air India;20/03/2022;New Delhi;Bangalore;5:45;1 Stop;5h 55m;11:40;5 914
1452;Air India;20/03/2022;New Delhi;Bangalore;17:45;1 Stop;17h 55m;11:40;5 914
1453;SpiceJet;20/03/2022;New Delhi;Bangalore;19:30;1 Stop;13h 30m;9:00;5 920
1454;SpiceJet;20/03/2022;New Delhi;Bangalore;16:20;1 Stop;16h 40m;9:00;5 920
1455;SpiceJet;20/03/2022;New Delhi;Bangalore;12:00;1 Stop;21h 00m;9:00;5 920
1456;IndiGo;20/03/2022;New Delhi;Bangalore;13:50;1 Stop;5h 10m;19:00;6 057
1457;Go First;20/03/2022;New Delhi;Bangalore;8:40;1 Stop;6h 30m;15:10;6 094
1458;Air India;20/03/2022;New Delhi;Bangalore;10:55;1 Stop;11h 35m;22:30;6 270
1459;Air India;20/03/2022;New Delhi;Bangalore;11:00;1 Stop;6h 05m;17:05;6 334
1460;Air India;20/03/2022;New Delhi;Bangalore;20:15;1 Stop;5h 35m;1:50;6 367
1461;IndiGo;20/03/2022;New Delhi;Bangalore;16:50;1 Stop;6h 30m;23:20;6 480
1462;Air Asia;20/03/2022;New Delhi;Bangalore;7:10;1 Stop;6h 45m;13:55;6 789
1463;Go First;20/03/2022;New Delhi;Bangalore;9:10;1 Stop;4h 20m;13:30;6 951
1464;Go First;20/03/2022;New Delhi;Bangalore;10:50;1 Stop;4h 20m;15:10;6 951
1465;SpiceJet;20/03/2022;New Delhi;Bangalore;15:30;1 Stop;19h 50m;11:20;7 685
1466;IndiGo;20/03/2022;New Delhi;Bangalore;15:00;1 Stop;8h 30m;23:30;7 761
1467;IndiGo;20/03/2022;New Delhi;Bangalore;13:40;1 Stop;9h 50m;23:30;7 761
1468;Air Asia;20/03/2022;New Delhi;Bangalore;6:20;1 Stop;7h 25m;13:45;8 108
1469;SpiceJet;20/03/2022;New Delhi;Bangalore;7:45;1 Stop;15h 00m;22:45;8 607
1470;SpiceJet;20/03/2022;New Delhi;Bangalore;11:55;1 Stop;25h 40m;13:35;9 788
1471;Go First;8/3/22;New Delhi;Mumbai;13:30;Non Stop;2h 05m;15:35;2 410
1472;Go First;8/3/22;New Delhi;Mumbai;15:30;Non Stop;2h 05m;17:35;2 410
1473;Go First;8/3/22;New Delhi;Mumbai;17:00;Non Stop;2h 05m;19:05;2 410
1474;Air Asia;8/3/22;New Delhi;Mumbai;4:25;Non Stop;2h 10m;6:35;2 410
1475;IndiGo;8/3/22;New Delhi;Mumbai;6:30;Non Stop;2h 10m;8:40;2 410
1476;Go First;8/3/22;New Delhi;Mumbai;7:00;Non Stop;2h 10m;9:10;2 410
1477;IndiGo;8/3/22;New Delhi;Mumbai;7:15;Non Stop;2h 10m;9:25;2 410
1478;Go First;8/3/22;New Delhi;Mumbai;8:00;Non Stop;2h 10m;10:10;2 410
1479;IndiGo;8/3/22;New Delhi;Mumbai;12:00;Non Stop;2h 10m;14:10;2 410
1480;IndiGo;8/3/22;New Delhi;Mumbai;17:15;Non Stop;2h 10m;19:25;2 410
1481;IndiGo;8/3/22;New Delhi;Mumbai;18:40;Non Stop;2h 10m;20:50;2 410
1482;Go First;8/3/22;New Delhi;Mumbai;22:30;Non Stop;2h 10m;0:40;2 410
1483;IndiGo;8/3/22;New Delhi;Mumbai;23:35;Non Stop;2h 10m;1:45;2 410
1484;Go First;8/3/22;New Delhi;Mumbai;2:00;Non Stop;2h 15m;4:15;2 410
1485;Go First;8/3/22;New Delhi;Mumbai;14:20;Non Stop;2h 15m;16:35;2 410
1486;IndiGo;8/3/22;New Delhi;Mumbai;14:20;Non Stop;2h 15m;16:35;2 410
1487;Go First;8/3/22;New Delhi;Mumbai;15:00;Non Stop;2h 15m;17:15;2 410
1488;IndiGo;8/3/22;New Delhi;Mumbai;16:00;Non Stop;2h 15m;18:15;2 410
1489;Go First;8/3/22;New Delhi;Mumbai;19:40;Non Stop;2h 15m;21:55;2 410
1490;Air Asia;8/3/22;New Delhi;Mumbai;20:00;Non Stop;2h 15m;22:15;2 410
1491;Go First;8/3/22;New Delhi;Mumbai;21:00;Non Stop;2h 15m;23:15;2 410
1492;IndiGo;8/3/22;New Delhi;Mumbai;21:15;Non Stop;2h 15m;23:30;2 410
1493;IndiGo;8/3/22;New Delhi;Mumbai;8:45;Non Stop;2h 20m;11:05;2 410
1494;Go First;8/3/22;New Delhi;Mumbai;10:30;Non Stop;2h 20m;12:50;2 410
1495;IndiGo;8/3/22;New Delhi;Mumbai;10:45;Non Stop;2h 20m;13:05;2 410
1496;Go First;8/3/22;New Delhi;Mumbai;18:05;Non Stop;2h 20m;20:25;2 410
1497;IndiGo;8/3/22;New Delhi;Mumbai;9:30;Non Stop;2h 30m;12:00;2 410
1498;IndiGo;8/3/22;New Delhi;Mumbai;14:05;1 Stop;3h 50m;17:55;2 410
1499;IndiGo;8/3/22;New Delhi;Mumbai;10:30;1 Stop;4h 05m;14:35;2 410
1500;IndiGo;8/3/22;New Delhi;Mumbai;18:00;1 Stop;4h 25m;22:25;2 410
1501;IndiGo;8/3/22;New Delhi;Mumbai;18:30;1 Stop;4h 55m;23:25;2 410
1502;IndiGo;8/3/22;New Delhi;Mumbai;7:20;1 Stop;5h 05m;12:25;2 410
1503;IndiGo;8/3/22;New Delhi;Mumbai;17:55;1 Stop;5h 20m;23:15;2 410
1504;IndiGo;8/3/22;New Delhi;Mumbai;13:50;1 Stop;6h 00m;19:50;2 410
1505;IndiGo;8/3/22;New Delhi;Mumbai;7:00;1 Stop;7h 35m;14:35;2 410
1506;IndiGo;8/3/22;New Delhi;Mumbai;10:15;1 Stop;7h 40m;17:55;2 410
1507;IndiGo;8/3/22;New Delhi;Mumbai;10:30;1 Stop;8h 20m;18:50;2 410
1508;IndiGo;8/3/22;New Delhi;Mumbai;14:05;1 Stop;8h 20m;22:25;2 410
1509;IndiGo;8/3/22;New Delhi;Mumbai;7:25;1 Stop;8h 40m;16:05;2 410
1510;IndiGo;8/3/22;New Delhi;Mumbai;22:15;1 Stop;10h 10m;8:25;2 410
1511;IndiGo;8/3/22;New Delhi;Mumbai;12:55;1 Stop;10h 20m;23:15;2 410
1512;IndiGo;8/3/22;New Delhi;Mumbai;21:50;1 Stop;10h 25m;8:15;2 410
1513;SpiceJet;8/3/22;New Delhi;Mumbai;18:55;Non Stop;2h 10m;21:05;2 456
1514;SpiceJet;8/3/22;New Delhi;Mumbai;7:20;Non Stop;2h 15m;9:35;2 456
1515;SpiceJet;8/3/22;New Delhi;Mumbai;6:20;Non Stop;2h 20m;8:40;2 456
1516;SpiceJet;8/3/22;New Delhi;Mumbai;19:45;Non Stop;2h 20m;22:05;2 456
1517;Air India;8/3/22;New Delhi;Mumbai;18:00;Non Stop;2h 00m;20:00;2 476
1518;Air India;8/3/22;New Delhi;Mumbai;7:00;Non Stop;2h 05m;9:05;2 476
1519;Vistara;8/3/22;New Delhi;Mumbai;5:45;Non Stop;2h 10m;7:55;2 476
1520;Air India;8/3/22;New Delhi;Mumbai;8:00;Non Stop;2h 10m;10:10;2 476
1521;Air India;8/3/22;New Delhi;Mumbai;10:40;Non Stop;2h 10m;12:50;2 476
1522;Air India;8/3/22;New Delhi;Mumbai;20:00;Non Stop;2h 10m;22:10;2 476
1523;Vistara;8/3/22;New Delhi;Mumbai;20:40;Non Stop;2h 10m;22:50;2 476
1524;Vistara;8/3/22;New Delhi;Mumbai;21:40;Non Stop;2h 10m;23:50;2 476
1525;Air India;8/3/22;New Delhi;Mumbai;9:00;Non Stop;2h 15m;11:15;2 476
1526;Air India;8/3/22;New Delhi;Mumbai;19:00;Non Stop;2h 15m;21:15;2 476
1527;Air India;8/3/22;New Delhi;Mumbai;14:30;1 Stop;3h 30m;18:00;2 476
1528;Air India;8/3/22;New Delhi;Mumbai;17:50;1 Stop;3h 45m;21:35;2 476
1529;Vistara;8/3/22;New Delhi;Mumbai;9:30;Non Stop;2h 05m;11:35;2 700
1530;Vistara;8/3/22;New Delhi;Mumbai;12:50;Non Stop;2h 10m;15:00;2 700
1531;Vistara;8/3/22;New Delhi;Mumbai;14:20;Non Stop;2h 10m;16:30;2 700
1532;Vistara;8/3/22;New Delhi;Mumbai;15:30;Non Stop;2h 10m;17:40;2 700
1533;Vistara;8/3/22;New Delhi;Mumbai;19:50;Non Stop;2h 10m;22:00;2 700
1534;Vistara;8/3/22;New Delhi;Mumbai;10:20;Non Stop;2h 15m;12:35;2 700
1535;Vistara;8/3/22;New Delhi;Mumbai;11:40;Non Stop;2h 20m;14:00;2 700
1536;Vistara;8/3/22;New Delhi;Mumbai;7:30;Non Stop;2h 15m;9:45;3 100
1537;Vistara;8/3/22;New Delhi;Mumbai;19:00;Non Stop;2h 15m;21:15;3 100
1538;Vistara;8/3/22;New Delhi;Mumbai;8:50;Non Stop;2h 20m;11:10;3 100
1539;Vistara;8/3/22;New Delhi;Mumbai;16:45;Non Stop;2h 20m;19:05;3 100
1540;Vistara;8/3/22;New Delhi;Mumbai;17:45;Non Stop;2h 20m;20:05;3 100
1541;Air India;8/3/22;New Delhi;Mumbai;6:05;1 Stop;9h 45m;15:50;3 291
1542;Air India;8/3/22;New Delhi;Mumbai;19:00;1 Stop;20h 50m;15:50;3 291
1543;Go First;8/3/22;New Delhi;Mumbai;16:40;1 Stop;4h 45m;21:25;3 330
1544;Go First;8/3/22;New Delhi;Mumbai;19:55;1 Stop;6h 05m;2:00;3 330
1545;SpiceJet;8/3/22;New Delhi;Mumbai;19:20;1 Stop;4h 30m;23:50;3 371
1546;SpiceJet;8/3/22;New Delhi;Mumbai;19:20;1 Stop;15h 15m;10:35;3 371
1547;Air India;8/3/22;New Delhi;Mumbai;11:55;1 Stop;3h 55m;15:50;3 554
1548;Vistara;8/3/22;New Delhi;Mumbai;7:10;1 Stop;7h 20m;14:30;3 569
1549;Vistara;8/3/22;New Delhi;Mumbai;7:10;1 Stop;15h 25m;22:35;3 569
1550;Vistara;8/3/22;New Delhi;Mumbai;7:10;1 Stop;25h 50m;9:00;3 569
1551;IndiGo;8/3/22;New Delhi;Mumbai;5:15;1 Stop;4h 50m;10:05;3 604
1552;Air India;8/3/22;New Delhi;Mumbai;20:00;1 Stop;24h 45m;20:45;3 677
1553;Air India;8/3/22;New Delhi;Mumbai;17:15;1 Stop;6h 40m;23:55;3 831
1554;Air India;8/3/22;New Delhi;Mumbai;9:45;1 Stop;14h 10m;23:55;3 831
1555;Air India;8/3/22;New Delhi;Mumbai;8:10;1 Stop;15h 45m;23:55;3 831
1556;Air India;8/3/22;New Delhi;Mumbai;21:25;1 Stop;26h 30m;23:55;3 831
1557;Air India;8/3/22;New Delhi;Mumbai;9:50;1 Stop;8h 25m;18:15;3 855
1558;Air India;8/3/22;New Delhi;Mumbai;20:40;1 Stop;11h 25m;8:05;3 855
1559;Air India;8/3/22;New Delhi;Mumbai;6:05;1 Stop;12h 10m;18:15;3 855
1560;Air India;8/3/22;New Delhi;Mumbai;16:15;1 Stop;15h 50m;8:05;3 855
1561;Air India;8/3/22;New Delhi;Mumbai;20:40;1 Stop;20h 25m;17:05;3 855
1562;Air India;8/3/22;New Delhi;Mumbai;9:50;1 Stop;22h 15m;8:05;3 855
1563;Air India;8/3/22;New Delhi;Mumbai;16:15;1 Stop;24h 50m;17:05;3 855
1564;Vistara;8/3/22;New Delhi;Mumbai;17:40;1 Stop;5h 20m;23:00;3 883
1565;Vistara;8/3/22;New Delhi;Mumbai;7:30;1 Stop;7h 00m;14:30;3 883
1566;Vistara;8/3/22;New Delhi;Mumbai;14:45;1 Stop;8h 15m;23:00;3 883
1567;Vistara;8/3/22;New Delhi;Mumbai;10:25;1 Stop;12h 35m;23:00;3 883
1568;Vistara;8/3/22;New Delhi;Mumbai;20:35;1 Stop;13h 25m;10:00;3 883
1569;Vistara;8/3/22;New Delhi;Mumbai;7:30;1 Stop;15h 30m;23:00;3 883
1570;Vistara;8/3/22;New Delhi;Mumbai;17:40;1 Stop;16h 20m;10:00;3 883
1571;Vistara;8/3/22;New Delhi;Mumbai;20:35;1 Stop;17h 55m;14:30;3 883
1572;Vistara;8/3/22;New Delhi;Mumbai;14:45;1 Stop;19h 15m;10:00;3 883
1573;Vistara;8/3/22;New Delhi;Mumbai;17:40;1 Stop;20h 50m;14:30;3 883
1574;Vistara;8/3/22;New Delhi;Mumbai;10:25;1 Stop;23h 35m;10:00;3 883
1575;Vistara;8/3/22;New Delhi;Mumbai;14:45;1 Stop;23h 45m;14:30;3 883
1576;Vistara;8/3/22;New Delhi;Mumbai;20:35;1 Stop;26h 25m;23:00;3 883
1577;Vistara;8/3/22;New Delhi;Mumbai;13:30;1 Stop;9h 05m;22:35;3 884
1578;Vistara;8/3/22;New Delhi;Mumbai;19:55;1 Stop;13h 05m;9:00;3 884
1579;Vistara;8/3/22;New Delhi;Mumbai;17:25;1 Stop;15h 35m;9:00;3 884
1580;Vistara;8/3/22;New Delhi;Mumbai;19:55;1 Stop;15h 45m;11:40;3 884
1581;Vistara;8/3/22;New Delhi;Mumbai;17:25;1 Stop;18h 15m;11:40;3 884
1582;Vistara;8/3/22;New Delhi;Mumbai;19:55;1 Stop;18h 35m;14:30;3 884
1583;Vistara;8/3/22;New Delhi;Mumbai;13:30;1 Stop;19h 30m;9:00;3 884
1584;Vistara;8/3/22;New Delhi;Mumbai;17:25;1 Stop;21h 05m;14:30;3 884
1585;Vistara;8/3/22;New Delhi;Mumbai;13:30;1 Stop;22h 10m;11:40;3 884
1586;Vistara;8/3/22;New Delhi;Mumbai;13:30;1 Stop;25h 00m;14:30;3 884
1587;SpiceJet;8/3/22;New Delhi;Mumbai;15:30;1 Stop;21h 05m;12:35;3 977
1588;Air India;8/3/22;New Delhi;Mumbai;8:40;1 Stop;14h 45m;23:25;4 161
1589;Air India;8/3/22;New Delhi;Mumbai;5:55;1 Stop;17h 30m;23:25;4 161
1590;Air India;8/3/22;New Delhi;Mumbai;8:40;1 Stop;25h 05m;9:45;4 161
1591;SpiceJet;8/3/22;New Delhi;Mumbai;7:45;1 Stop;4h 15m;12:00;4 197
1592;Air India;8/3/22;New Delhi;Mumbai;5:55;1 Stop;17h 10m;23:05;4 233
1593;Air India;8/3/22;New Delhi;Mumbai;13:15;1 Stop;4h 35m;17:50;4 559
1594;SpiceJet;8/3/22;New Delhi;Mumbai;15:45;1 Stop;25h 45m;17:30;4 581
1595;Vistara;8/3/22;New Delhi;Mumbai;17:10;1 Stop;4h 25m;21:35;4 673
1596;Vistara;8/3/22;New Delhi;Mumbai;13:40;1 Stop;7h 55m;21:35;4 673
1597;Go First;8/3/22;New Delhi;Mumbai;9:10;1 Stop;7h 05m;16:15;4 793
1598;Go First;8/3/22;New Delhi;Mumbai;6:05;1 Stop;5h 35m;11:40;4 814
1599;Air Asia;8/3/22;New Delhi;Mumbai;19:00;1 Stop;5h 35m;0:35;4 838
1600;Air Asia;8/3/22;New Delhi;Mumbai;16:05;1 Stop;8h 30m;0:35;4 838
1601;Air Asia;8/3/22;New Delhi;Mumbai;20:45;1 Stop;10h 30m;7:15;4 838
1602;Air Asia;8/3/22;New Delhi;Mumbai;9:35;1 Stop;11h 00m;20:35;4 838
1603;Air Asia;8/3/22;New Delhi;Mumbai;19:00;1 Stop;12h 15m;7:15;4 838
1604;Air Asia;8/3/22;New Delhi;Mumbai;8:00;1 Stop;12h 35m;20:35;4 838
1605;Air India;8/3/22;New Delhi;Mumbai;10:15;1 Stop;5h 25m;15:40;4 926
1606;Vistara;8/3/22;New Delhi;Mumbai;5:55;1 Stop;5h 30m;11:25;4 965
1607;Vistara;8/3/22;New Delhi;Mumbai;16:05;1 Stop;5h 45m;21:50;4 965
1608;Vistara;8/3/22;New Delhi;Mumbai;17:35;1 Stop;5h 50m;23:25;4 965
1609;Vistara;8/3/22;New Delhi;Mumbai;14:15;1 Stop;6h 00m;20:15;4 965
1610;Vistara;8/3/22;New Delhi;Mumbai;14:15;1 Stop;6h 30m;20:45;4 965
1611;Vistara;8/3/22;New Delhi;Mumbai;16:05;1 Stop;7h 20m;23:25;4 965
1612;Vistara;8/3/22;New Delhi;Mumbai;14:15;1 Stop;7h 35m;21:50;4 965
1613;SpiceJet;8/3/22;New Delhi;Mumbai;18:10;1 Stop;13h 15m;7:25;5 025
1614;Go First;8/3/22;New Delhi;Mumbai;9:00;1 Stop;6h 45m;15:45;5 087
1615;Go First;8/3/22;New Delhi;Mumbai;10:50;1 Stop;7h 30m;18:20;5 317
1616;Go First;8/3/22;New Delhi;Mumbai;15:00;1 Stop;7h 05m;22:05;5 325
1617;Air Asia;8/3/22;New Delhi;Mumbai;20:00;1 Stop;6h 25m;2:25;5 341
1618;Air Asia;8/3/22;New Delhi;Mumbai;20:00;1 Stop;11h 40m;7:40;5 341
1619;Air Asia;8/3/22;New Delhi;Mumbai;12:40;1 Stop;13h 45m;2:25;5 341
1620;Air Asia;8/3/22;New Delhi;Mumbai;12:20;1 Stop;14h 05m;2:25;5 341
1621;Go First;8/3/22;New Delhi;Mumbai;11:30;1 Stop;5h 30m;17:00;5 584
1622;Go First;8/3/22;New Delhi;Mumbai;10:45;1 Stop;6h 15m;17:00;5 584
1623;Go First;8/3/22;New Delhi;Mumbai;9:00;1 Stop;8h 00m;17:00;5 584
1624;Go First;8/3/22;New Delhi;Mumbai;5:30;1 Stop;8h 30m;14:00;5 958
1625;Go First;8/3/22;New Delhi;Mumbai;12:20;1 Stop;5h 50m;18:10;8 276
1626;Go First;8/3/22;New Delhi;Mumbai;11:50;1 Stop;6h 20m;18:10;8 276
1627;IndiGo;10/3/22;Bangalore;Mumbai;6:10;1 Stop;3h 55m;10:05;2 151
1628;IndiGo;10/3/22;Bangalore;Mumbai;19:20;1 Stop;4h 05m;23:25;2 151
1629;IndiGo;10/3/22;Bangalore;Mumbai;10:55;1 Stop;4h 10m;15:05;2 151
1630;IndiGo;10/3/22;Bangalore;Mumbai;13:35;1 Stop;4h 10m;17:45;2 151
1631;IndiGo;10/3/22;Bangalore;Mumbai;7:20;1 Stop;4h 15m;11:35;2 151
1632;IndiGo;10/3/22;Bangalore;Mumbai;19:50;1 Stop;4h 50m;0:40;2 151
1633;IndiGo;10/3/22;Bangalore;Mumbai;14:50;1 Stop;4h 55m;19:45;2 151
1634;IndiGo;10/3/22;Bangalore;Mumbai;12:45;1 Stop;5h 00m;17:45;2 151
1635;IndiGo;10/3/22;Bangalore;Mumbai;7:10;1 Stop;5h 05m;12:15;2 151
1636;IndiGo;10/3/22;Bangalore;Mumbai;9:20;1 Stop;5h 45m;15:05;2 151
1637;IndiGo;10/3/22;Bangalore;Mumbai;9:50;1 Stop;5h 50m;15:40;2 151
1638;IndiGo;10/3/22;Bangalore;Mumbai;14:50;1 Stop;5h 55m;20:45;2 151
1639;IndiGo;10/3/22;Bangalore;Mumbai;6:10;1 Stop;6h 05m;12:15;2 151
1640;IndiGo;10/3/22;Bangalore;Mumbai;13:35;1 Stop;6h 05m;19:40;2 151
1641;IndiGo;10/3/22;Bangalore;Mumbai;18:15;1 Stop;6h 05m;0:20;2 151
1642;IndiGo;10/3/22;Bangalore;Mumbai;13:05;1 Stop;6h 10m;19:15;2 151
1643;IndiGo;10/3/22;Bangalore;Mumbai;5:50;1 Stop;6h 15m;12:05;2 151
1644;IndiGo;10/3/22;Bangalore;Mumbai;12:45;1 Stop;6h 55m;19:40;2 151
1645;IndiGo;10/3/22;Bangalore;Mumbai;16:20;1 Stop;7h 05m;23:25;2 151
1646;IndiGo;10/3/22;Bangalore;Mumbai;9:20;1 Stop;7h 15m;16:35;2 151
1647;IndiGo;10/3/22;Bangalore;Mumbai;7:20;1 Stop;7h 25m;14:45;2 151
1648;IndiGo;10/3/22;Bangalore;Mumbai;17:10;1 Stop;7h 30m;0:40;2 151
1649;IndiGo;10/3/22;Bangalore;Mumbai;6:15;1 Stop;8h 10m;14:25;2 151
1650;IndiGo;10/3/22;Bangalore;Mumbai;10:55;1 Stop;8h 50m;19:45;2 151
1651;IndiGo;10/3/22;Bangalore;Mumbai;7:10;1 Stop;9h 25m;16:35;2 151
1652;IndiGo;10/3/22;Bangalore;Mumbai;14:50;1 Stop;9h 30m;0:20;2 151
1653;IndiGo;10/3/22;Bangalore;Mumbai;20:15;1 Stop;9h 35m;5:50;2 151
1654;IndiGo;10/3/22;Bangalore;Mumbai;10:55;1 Stop;9h 50m;20:45;2 151
1655;Go First;10/3/22;Bangalore;Mumbai;5:45;Non Stop;1h 35m;7:20;2 201
1656;Air Asia;10/3/22;Bangalore;Mumbai;5:35;Non Stop;1h 40m;7:15;2 201
1657;Go First;10/3/22;Bangalore;Mumbai;8:10;Non Stop;1h 40m;9:50;2 201
1658;Go First;10/3/22;Bangalore;Mumbai;10:00;Non Stop;1h 40m;11:40;2 201
1659;Go First;10/3/22;Bangalore;Mumbai;19:00;Non Stop;1h 40m;20:40;2 201
1660;Air Asia;10/3/22;Bangalore;Mumbai;18:50;Non Stop;1h 45m;20:35;2 201
1661;IndiGo;10/3/22;Bangalore;Mumbai;7:00;Non Stop;1h 50m;8:50;2 201
1662;IndiGo;10/3/22;Bangalore;Mumbai;8:05;Non Stop;1h 50m;9:55;2 201
1663;IndiGo;10/3/22;Bangalore;Mumbai;18:00;Non Stop;1h 50m;19:50;2 201
1664;Go First;10/3/22;Bangalore;Mumbai;20:00;Non Stop;1h 50m;21:50;2 201
1665;Air Asia;10/3/22;Bangalore;Mumbai;22:45;Non Stop;1h 50m;0:35;2 201
1666;Go First;10/3/22;Bangalore;Mumbai;22:00;Non Stop;1h 55m;23:55;2 201
1667;IndiGo;10/3/22;Bangalore;Mumbai;19:35;Non Stop;2h 00m;21:35;2 201
1668;IndiGo;10/3/22;Bangalore;Mumbai;21:15;Non Stop;2h 00m;23:15;2 201
1669;Air India;10/3/22;Bangalore;Mumbai;6:45;Non Stop;1h 50m;8:35;2 208
1670;Vistara;10/3/22;Bangalore;Mumbai;6:40;Non Stop;1h 35m;8:15;2 250
1671;Vistara;10/3/22;Bangalore;Mumbai;8:30;Non Stop;1h 45m;10:15;2 250
1672;Vistara;10/3/22;Bangalore;Mumbai;19:00;Non Stop;1h 45m;20:45;2 250
1673;Vistara;10/3/22;Bangalore;Mumbai;21:40;Non Stop;1h 45m;23:25;2 250
1674;Vistara;10/3/22;Bangalore;Mumbai;18:25;Non Stop;1h 50m;20:15;2 250
1675;Vistara;10/3/22;Bangalore;Mumbai;9:30;Non Stop;1h 55m;11:25;2 250
1676;Vistara;10/3/22;Bangalore;Mumbai;19:55;Non Stop;1h 55m;21:50;2 250
1677;IndiGo;10/3/22;Bangalore;Mumbai;12:40;Non Stop;1h 50m;14:30;2 572
1678;IndiGo;10/3/22;Bangalore;Mumbai;16:50;Non Stop;1h 45m;18:35;2 729
1679;IndiGo;10/3/22;Bangalore;Mumbai;6:05;1 Stop;7h 40m;13:45;3 257
1680;Air India;10/3/22;Bangalore;Mumbai;18:50;1 Stop;5h 05m;23:55;3 447
1681;Vistara;10/3/22;Bangalore;Mumbai;19:55;1 Stop;3h 05m;23:00;3 448
1682;Vistara;10/3/22;Bangalore;Mumbai;7:55;1 Stop;6h 35m;14:30;3 448
1683;Vistara;10/3/22;Bangalore;Mumbai;19:55;1 Stop;14h 05m;10:00;3 448
1684;Vistara;10/3/22;Bangalore;Mumbai;7:55;1 Stop;15h 05m;23:00;3 448
1685;Vistara;10/3/22;Bangalore;Mumbai;19:55;1 Stop;18h 35m;14:30;3 448
1686;Vistara;10/3/22;Bangalore;Mumbai;7:55;1 Stop;26h 05m;10:00;3 448
1687;Air Asia;10/3/22;Bangalore;Mumbai;13:15;1 Stop;6h 20m;19:35;3 577
1688;Air Asia;10/3/22;Bangalore;Mumbai;12:55;1 Stop;6h 40m;19:35;3 577
1689;Air Asia;10/3/22;Bangalore;Mumbai;5:40;1 Stop;13h 55m;19:35;3 577
1690;Air India;10/3/22;Bangalore;Mumbai;7:35;1 Stop;16h 20m;23:55;3 699
1691;Air India;10/3/22;Bangalore;Mumbai;19:00;1 Stop;5h 10m;0:10;3 804
1692;Air India;10/3/22;Bangalore;Mumbai;19:00;1 Stop;13h 20m;8:20;3 804
1693;Air India;10/3/22;Bangalore;Mumbai;19:00;1 Stop;21h 35m;16:35;3 804
1694;Air Asia;10/3/22;Bangalore;Mumbai;20:45;1 Stop;5h 40m;2:25;3 909
1695;Air Asia;10/3/22;Bangalore;Mumbai;20:45;1 Stop;10h 55m;7:40;3 909
1696;SpiceJet;10/3/22;Bangalore;Mumbai;5:45;1 Stop;9h 00m;14:45;3 971
1697;SpiceJet;10/3/22;Bangalore;Mumbai;5:45;1 Stop;24h 55m;6:40;3 971
1698;Vistara;10/3/22;Bangalore;Mumbai;12:45;1 Stop;26h 00m;14:45;4 007
1699;Air India;10/3/22;Bangalore;Mumbai;9:00;2 Stop;14h 05m;23:05;4 027
1700;Go First;10/3/22;Bangalore;Mumbai;15:45;1 Stop;3h 55m;19:40;4 096
1701;Go First;10/3/22;Bangalore;Mumbai;15:45;1 Stop;9h 35m;1:20;4 096
1702;SpiceJet;10/3/22;Bangalore;Mumbai;5:45;1 Stop;13h 05m;18:50;4 174
1703;Go First;10/3/22;Bangalore;Mumbai;18:50;1 Stop;7h 10m;2:00;4 354
1704;Go First;10/3/22;Bangalore;Mumbai;20:55;1 Stop;7h 20m;4:15;5 122
1705;Go First;10/3/22;Bangalore;Mumbai;7:20;1 Stop;8h 15m;15:35;5 122
1706;Go First;10/3/22;Bangalore;Mumbai;7:20;1 Stop;9h 15m;16:35;5 122
1707;Go First;10/3/22;Bangalore;Mumbai;7:20;1 Stop;9h 55m;17:15;5 122
1708;Go First;10/3/22;Bangalore;Mumbai;7:20;1 Stop;10h 15m;17:35;5 122
1709;Go First;10/3/22;Bangalore;Mumbai;7:20;1 Stop;11h 45m;19:05;5 122
1710;Air Asia;10/3/22;Bangalore;Mumbai;0:25;1 Stop;6h 10m;6:35;5 174
